sep=,
imagehere,name,label,price
44\0\467.jpg,とろサーモン,44,110
19\0\355.jpg,えび,19,110
11\0\146.jpg,真いか,11,110
26\0\128.jpg,天然かつお,26,165
55\0\152.jpg,生たこ,55,121
60\0\136.jpg,つぶ貝,60,165
78\0\144.jpg,ほたて,78,220
5\0\144.jpg,国産あじ,5,165
15\0\129.jpg,国産〆いわし,15,110
6\0\162.jpg,煮穴子,6,121
17\0\132.jpg,うなぎ,17,220
44\0\468.jpg,とろサーモン塩炙り,44,110
12\0\278.jpg,特盛いくら,12,330
68\0\144.jpg,ねぎとろ軍艦,68,110
62\0\123.jpg,とびこ軍艦,62,110
12\0\279.jpg,いくら,12,165
45\0\22.jpg,ししゃも,45,429
44\0\469.jpg,サーモン,44,490
81\0\201.jpg,マグロ,81,630
26\0\129.jpg,カツオ,26,530
55\0\153.jpg,タコ,55,420
81\0\202.jpg,まぐろのトロタク,81,450
44\0\470.jpg,サーモンづくし,44,980
20\0\20.jpg,えんがわポン酢,20,580
81\0\203.jpg,マグロ納豆,81,480
11\0\147.jpg,いか納豆,11,380
68\0\145.jpg,ねぎとろセット,68,885
52\0\123.jpg,天然スルメイカ,52,220
19\0\356.jpg,赤えび,19,165
81\0\204.jpg,まぐろ,81,110
1\0\129.jpg,びん長まぐろ,1,110
44\0\471.jpg,サーモン,44,110
44\0\472.jpg,とろサーモン,44,110
19\0\357.jpg,えび,19,110
11\0\148.jpg,真いか,11,110
26\0\130.jpg,天然かつお,26,165
55\0\154.jpg,生たこ,55,121
60\0\137.jpg,つぶ貝,60,165
78\0\145.jpg,ほたて,78,220
5\0\145.jpg,国産あじ,5,165
15\0\130.jpg,国産〆いわし,15,110
6\0\163.jpg,煮穴子,6,121
17\0\133.jpg,うなぎ,17,220
44\0\473.jpg,とろサーモン塩炙り,44,110
12\0\280.jpg,特盛いくら,12,330
68\0\146.jpg,ねぎとろ軍艦,68,110
62\0\124.jpg,とびこ軍艦,62,110
12\0\281.jpg,いくら,12,165
52\0\124.jpg,天然スルメイカ,52,220
19\0\358.jpg,赤えび,19,165
81\0\205.jpg,まぐろ,81,110
1\0\130.jpg,びん長まぐろ,1,110
44\0\474.jpg,サーモン,44,110
44\0\475.jpg,とろサーモン,44,110
19\0\359.jpg,えび,19,110
11\0\149.jpg,真いか,11,110
26\0\131.jpg,天然かつお,26,165
55\0\155.jpg,生たこ,55,121
60\0\138.jpg,つぶ貝,60,165
78\0\146.jpg,ほたて,78,220
5\0\146.jpg,国産あじ,5,165
15\0\131.jpg,国産〆いわし,15,110
6\0\164.jpg,煮穴子,6,121
17\0\134.jpg,うなぎ,17,220
44\0\476.jpg,とろサーモン塩炙り,44,110
12\0\282.jpg,特盛いくら,12,330
68\0\147.jpg,ねぎとろ軍艦,68,110
62\0\125.jpg,とびこ軍艦,62,110
12\0\283.jpg,いくら,12,165
81\0\206.jpg,まぐろ,81,240
1\0\131.jpg,とろびんちょう,1,240
81\0\207.jpg,漬けまぐろ,81,300
81\0\208.jpg,上まぐろ,81,300
44\0\477.jpg,生サーモン,44,240
44\0\478.jpg,サーモンマヨ,44,240
44\0\479.jpg,生サーモン大とろ,44,300
11\0\150.jpg,真いか,11,180
44\0\480.jpg,サーモン三昧,44,300
19\0\360.jpg,えび三昧,19,400
19\0\361.jpg,甘えび,19,240
19\0\362.jpg,えびマヨ,19,240
19\0\363.jpg,赤えび,19,300
41\0\62.jpg,〆とろさば,41,180
41\0\63.jpg,〆とろさば炙り,41,240
39\0\11.jpg,こはだ,39,180
12\0\284.jpg,いくら軍艦,12,300
12\0\285.jpg,上とろいくら軍艦,12,300
18\0\13.jpg,上とろうに軍艦,18,500
18\0\14.jpg,生うに軍艦,18,500
81\0\209.jpg,まぐろ5貫握り,81,780
6\0\165.jpg,煮穴子炙り,6,400
17\0\135.jpg,うなぎ握り,17,400
57\0\18.jpg,握り玉子,57,120
14\0\19.jpg,いなり,14,120
60\0\139.jpg,つぶ貝,60,240
78\0\147.jpg,生ほたて,78,300
6\0\166.jpg,穴子,6,400
18\0\15.jpg,ウニ,18,600
19\0\364.jpg,牡丹えび,19,600
21\0\10.jpg,大トロ,21,600
5\0\147.jpg,あじ,5,400
52\0\125.jpg,天然スルメイカ,52,220
19\0\365.jpg,赤えび,19,165
81\0\210.jpg,まぐろ,81,110
1\0\132.jpg,びん長まぐろ,1,110
44\0\481.jpg,サーモン,44,110
44\0\482.jpg,とろサーモン,44,110
19\0\366.jpg,えび,19,110
11\0\151.jpg,真いか,11,110
26\0\132.jpg,天然かつお,26,165
55\0\156.jpg,生たこ,55,121
60\0\140.jpg,つぶ貝,60,165
78\0\148.jpg,ほたて,78,220
5\0\148.jpg,国産あじ,5,165
15\0\132.jpg,国産〆いわし,15,110
6\0\167.jpg,煮穴子,6,121
17\0\136.jpg,うなぎ,17,220
44\0\483.jpg,とろサーモン塩炙り,44,110
12\0\286.jpg,特盛いくら,12,330
68\0\148.jpg,ねぎとろ軍艦,68,110
62\0\126.jpg,とびこ軍艦,62,110
12\0\287.jpg,いくら,12,165
45\0\23.jpg,子持ちししゃも,45,390
15\0\133.jpg,たたみいわし,15,550
65\0\0.jpg,牛肉寿司,65,528
65\0\1.jpg,馬肉寿司,65,462
30\0\7.jpg,ごまカンパチ,30,770
27\0\14.jpg,かに味噌,27,650
44\1\22.jpg,サーモンづくし,44,1100
18\1\11.jpg,生うに軍艦,18,1100
41\0\64.jpg,さば棒寿司,41,495
57\0\19.jpg,玉子にぎり,57,880
75\0\3.jpg,ふぐ唐揚げ,75,880
55\0\157.jpg,たこ唐揚げ,55,880
17\0\137.jpg,うなぎ肝わさ,17,660
5\0\149.jpg,鯵の握り,5,390
33\0\5.jpg,金目鯛の握り,33,490
81\1\32.jpg,まぐろ三昧,81,1950
6\1\15.jpg,穴子三昧,6,1800
81\1\33.jpg,マグロづくし,81,3850
81\0\211.jpg,まぐろ3貫,81,640
44\0\484.jpg,飲めるサーモン,44,329
5\0\150.jpg,アジフライ,5,219
81\0\212.jpg,まぐろ3貫,81,640
81\0\213.jpg,まぐろ3貫,81,640
81\0\214.jpg,まぐろ3貫,81,640
81\0\215.jpg,まぐろ3貫,81,640
81\0\216.jpg,まぐろ3貫,81,640
44\0\485.jpg,飲めるサーモン,44,329
5\0\151.jpg,アジフライ,5,219
44\0\486.jpg,飲めるサーモン,44,329
5\0\152.jpg,アジフライ,5,219
10\0\3.jpg,あん肝ポン酢,10,780
9\1\1.jpg,煮アワビ,9,1480
52\0\126.jpg,天然スルメイカ,52,220
19\0\367.jpg,赤えび,19,165
81\0\217.jpg,まぐろ,81,110
1\0\133.jpg,びん長まぐろ,1,110
44\0\487.jpg,サーモン,44,110
44\0\488.jpg,とろサーモン,44,110
19\0\368.jpg,えび,19,110
11\0\152.jpg,真いか,11,110
26\0\133.jpg,天然かつお,26,165
55\0\158.jpg,生たこ,55,121
60\0\141.jpg,つぶ貝,60,165
78\0\149.jpg,ほたて,78,220
5\0\153.jpg,国産あじ,5,165
15\0\134.jpg,国産〆いわし,15,110
6\0\168.jpg,煮穴子,6,121
17\0\138.jpg,うなぎ,17,220
44\0\489.jpg,とろサーモン塩炙り,44,110
12\0\288.jpg,特盛いくら,12,330
68\0\149.jpg,ねぎとろ軍艦,68,110
62\0\127.jpg,とびこ軍艦,62,110
12\0\289.jpg,いくら,12,165
81\0\218.jpg,まぐろ,81,100
19\0\369.jpg,えび,19,100
57\0\20.jpg,たまご,57,100
25\0\2.jpg,数の子,25,100
19\0\370.jpg,赤海老,19,100
11\0\153.jpg,いか,11,100
18\0\16.jpg,うに,18,100
12\0\290.jpg,いくら,12,100
54\0\21.jpg,たい,54,150
81\1\34.jpg,まぐろづくし,81,2178
79\0\6.jpg,ほたるいか沖漬け,79,528
20\0\21.jpg,えんがわぽん酢,20,858
68\0\150.jpg,ねぎとろつまみ,68,638
50\0\5.jpg,しらすおろし,50,418
41\1\23.jpg,鯖棒寿し,41,1382
6\1\16.jpg,穴子棒寿し,6,1382
52\0\127.jpg,天然スルメイカ,52,220
19\0\371.jpg,赤えび,19,165
81\0\219.jpg,まぐろ,81,110
1\0\134.jpg,びん長まぐろ,1,110
44\0\490.jpg,サーモン,44,110
44\0\491.jpg,とろサーモン,44,110
19\0\372.jpg,えび,19,110
11\0\154.jpg,真いか,11,110
26\0\134.jpg,天然かつお,26,165
55\0\159.jpg,生たこ,55,121
60\0\142.jpg,つぶ貝,60,165
78\0\150.jpg,ほたて,78,220
5\0\154.jpg,国産あじ,5,165
15\0\135.jpg,国産〆いわし,15,110
6\0\169.jpg,煮穴子,6,121
17\0\139.jpg,うなぎ,17,220
44\0\492.jpg,とろサーモン塩炙り,44,110
12\0\291.jpg,特盛いくら,12,330
68\0\151.jpg,ねぎとろ軍艦,68,110
62\0\128.jpg,とびこ軍艦,62,110
12\0\292.jpg,いくら,12,165
11\0\155.jpg,いか,11,100
25\0\3.jpg,数の子,25,100
81\0\220.jpg,まぐろ,81,100
81\0\221.jpg,まぐろ 上赤身,81,100
43\0\1.jpg,生さんま,43,100
19\0\373.jpg,えび,19,100
19\0\374.jpg,赤えび,19,100
19\0\375.jpg,ぼたん海老,19,100
57\0\21.jpg,たまご,57,100
12\0\293.jpg,いくら,12,100
54\0\22.jpg,たい,54,150
6\0\170.jpg,炙り上穴子,6,180
17\0\140.jpg,九州産うなぎ,17,300
81\1\35.jpg,まぐろづくし,81,1550
77\0\8.jpg,あぶり三貫,77,341
19\0\376.jpg,海老三貫,19,341
11\0\156.jpg,いか三昧,11,286
57\0\22.jpg,玉子三貫,57,231
10\0\4.jpg,あん肝つまみ,10,451
49\0\0.jpg,白子ぽん酢,49,451
40\0\0.jpg,さざえの磯煮,40,451
81\1\36.jpg,鮪三昧握り,81,2980
68\1\0.jpg,ネギトロロール,68,1480
44\1\23.jpg,サーモンロール,44,1280
11\0\157.jpg,いか,11,100
12\0\294.jpg,いくら,12,100
57\0\23.jpg,たまご,57,100
25\0\4.jpg,極上数の子,25,100
19\0\377.jpg,赤えび,19,100
81\0\222.jpg,まぐろ,81,100
1\0\135.jpg,びん長まぐろ,1,100
17\0\141.jpg,九州産うなぎ,17,300
41\1\24.jpg,炙りさば棒寿司,41,1200
14\0\20.jpg,いなり,14,110
50\0\6.jpg,しらす,50,110
11\0\158.jpg,イカ明太,11,198
11\0\159.jpg,イカ納豆,11,198
81\0\223.jpg,づけまぐろ,81,308
5\0\155.jpg,あじ,5,308
55\0\160.jpg,たこ,55,308
81\0\224.jpg,まぐろ赤身,81,308
11\0\160.jpg,甲イカ,11,308
19\0\378.jpg,海老,19,308
19\0\379.jpg,赤海老,19,308
41\0\65.jpg,〆サバ,41,308
15\0\136.jpg,いわし,15,308
8\0\3.jpg,甘エビ,8,308
39\0\12.jpg,こはだ,39,352
6\0\171.jpg,穴子,6,352
2\0\0.jpg,あおやぎ,2,352
44\0\493.jpg,サーモン,44,352
60\0\143.jpg,つぶ貝,60,352
30\0\8.jpg,かんぱち,30,352
20\0\22.jpg,えんがわ,20,352
5\0\156.jpg,しまあじ,5,418
47\0\0.jpg,しゃこ,47,418
78\0\151.jpg,ほたて,78,462
53\0\1.jpg,ずわいがに,53,462
33\0\6.jpg,金目鯛,33,462
59\0\8.jpg,中トロ,59,495
12\0\295.jpg,いくら軍艦,12,495
4\0\8.jpg,赤貝,4,495
21\0\11.jpg,大トロ,21,660
9\0\4.jpg,あわび　1貫,9,330
18\0\17.jpg,生うに,18,715
6\1\17.jpg,穴子ロール,6,1078
45\0\24.jpg,ししゃも,45,429
5\0\157.jpg,アジフライ,5,299
52\0\128.jpg,天然スルメイカ,52,220
19\0\380.jpg,赤えび,19,165
81\0\225.jpg,まぐろ,81,110
1\0\136.jpg,びん長まぐろ,1,110
44\0\494.jpg,サーモン,44,110
44\0\495.jpg,とろサーモン,44,110
19\0\381.jpg,えび,19,110
11\0\161.jpg,真いか,11,110
26\0\135.jpg,天然かつお,26,165
55\0\161.jpg,生たこ,55,121
60\0\144.jpg,つぶ貝,60,165
78\0\152.jpg,ほたて,78,220
5\0\158.jpg,国産あじ,5,165
15\0\137.jpg,国産〆いわし,15,110
6\0\172.jpg,煮穴子,6,121
17\0\142.jpg,うなぎ,17,220
44\0\496.jpg,とろサーモン塩炙り,44,110
12\0\296.jpg,特盛いくら,12,330
68\0\152.jpg,ねぎとろ軍艦,68,110
62\0\129.jpg,とびこ軍艦,62,110
12\0\297.jpg,いくら,12,165
52\0\129.jpg,天然スルメイカ,52,220
19\0\382.jpg,赤えび,19,165
81\0\226.jpg,まぐろ,81,110
1\0\137.jpg,びん長まぐろ,1,110
44\0\497.jpg,サーモン,44,110
44\0\498.jpg,とろサーモン,44,110
19\0\383.jpg,えび,19,110
11\0\162.jpg,真いか,11,110
26\0\136.jpg,天然かつお,26,165
55\0\162.jpg,生たこ,55,121
60\0\145.jpg,つぶ貝,60,165
78\0\153.jpg,ほたて,78,220
5\0\159.jpg,国産あじ,5,165
15\0\138.jpg,国産〆いわし,15,110
6\0\173.jpg,煮穴子,6,121
17\0\143.jpg,うなぎ,17,220
44\0\499.jpg,とろサーモン塩炙り,44,110
12\0\298.jpg,特盛いくら,12,330
68\0\153.jpg,ねぎとろ軍艦,68,110
62\0\130.jpg,とびこ軍艦,62,110
12\0\299.jpg,いくら,12,165
52\0\130.jpg,天然スルメイカ,52,220
19\0\384.jpg,赤えび,19,165
81\0\227.jpg,まぐろ,81,110
1\0\138.jpg,びん長まぐろ,1,110
44\0\500.jpg,サーモン,44,110
44\0\501.jpg,とろサーモン,44,110
19\0\385.jpg,えび,19,110
11\0\163.jpg,真いか,11,110
26\0\137.jpg,天然かつお,26,165
55\0\163.jpg,生たこ,55,121
60\0\146.jpg,つぶ貝,60,165
78\0\154.jpg,ほたて,78,220
5\0\160.jpg,国産あじ,5,165
15\0\139.jpg,国産〆いわし,15,110
6\0\174.jpg,煮穴子,6,121
17\0\144.jpg,うなぎ,17,220
44\0\502.jpg,とろサーモン塩炙り,44,110
12\0\300.jpg,特盛いくら,12,330
68\0\154.jpg,ねぎとろ軍艦,68,110
62\0\131.jpg,とびこ軍艦,62,110
12\0\301.jpg,いくら,12,165
52\0\131.jpg,天然スルメイカ,52,220
19\0\386.jpg,赤えび,19,165
81\0\228.jpg,まぐろ,81,110
1\0\139.jpg,びん長まぐろ,1,110
44\0\503.jpg,サーモン,44,110
44\0\504.jpg,とろサーモン,44,110
19\0\387.jpg,えび,19,110
11\0\164.jpg,真いか,11,110
26\0\138.jpg,天然かつお,26,165
55\0\164.jpg,生たこ,55,121
60\0\147.jpg,つぶ貝,60,165
78\0\155.jpg,ほたて,78,220
5\0\161.jpg,国産あじ,5,165
15\0\140.jpg,国産〆いわし,15,110
6\0\175.jpg,煮穴子,6,121
17\0\145.jpg,うなぎ,17,220
44\0\505.jpg,とろサーモン塩炙り,44,110
12\0\302.jpg,特盛いくら,12,330
68\0\155.jpg,ねぎとろ軍艦,68,110
62\0\132.jpg,とびこ軍艦,62,110
12\0\303.jpg,いくら,12,165
57\0\24.jpg,玉子パン,57,280
18\0\18.jpg,うにく,18,950
6\0\176.jpg,上穴子,6,658
18\1\12.jpg,生うに,18,1628
55\0\165.jpg,たこの唐揚,55,528
17\1\11.jpg,鰻重,17,2880
17\1\12.jpg,特選鰻重,17,3280
17\1\13.jpg,上鰻重,17,4400
52\0\132.jpg,天然スルメイカ,52,220
19\0\388.jpg,赤えび,19,165
81\0\229.jpg,まぐろ,81,110
1\0\140.jpg,びん長まぐろ,1,110
44\0\506.jpg,サーモン,44,110
44\0\507.jpg,とろサーモン,44,110
19\0\389.jpg,えび,19,110
11\0\165.jpg,真いか,11,110
26\0\139.jpg,天然かつお,26,165
55\0\166.jpg,生たこ,55,121
60\0\148.jpg,つぶ貝,60,165
78\0\156.jpg,ほたて,78,220
5\0\162.jpg,国産あじ,5,165
15\0\141.jpg,国産〆いわし,15,110
6\0\177.jpg,煮穴子,6,121
17\0\146.jpg,うなぎ,17,220
44\0\508.jpg,とろサーモン塩炙り,44,110
12\0\304.jpg,特盛いくら,12,330
68\0\156.jpg,ねぎとろ軍艦,68,110
62\0\133.jpg,とびこ軍艦,62,110
12\0\305.jpg,いくら,12,165
52\0\133.jpg,天然スルメイカ,52,220
19\0\390.jpg,赤えび,19,165
81\0\230.jpg,まぐろ,81,110
1\0\141.jpg,びん長まぐろ,1,110
44\0\509.jpg,サーモン,44,110
44\0\510.jpg,とろサーモン,44,110
19\0\391.jpg,えび,19,110
11\0\166.jpg,真いか,11,110
26\0\140.jpg,天然かつお,26,165
55\0\167.jpg,生たこ,55,121
60\0\149.jpg,つぶ貝,60,165
78\0\157.jpg,ほたて,78,220
5\0\163.jpg,国産あじ,5,165
15\0\142.jpg,国産〆いわし,15,110
6\0\178.jpg,煮穴子,6,121
17\0\147.jpg,うなぎ,17,220
44\0\511.jpg,とろサーモン塩炙り,44,110
12\0\306.jpg,特盛いくら,12,330
68\0\157.jpg,ねぎとろ軍艦,68,110
62\0\134.jpg,とびこ軍艦,62,110
12\0\307.jpg,いくら,12,165
52\0\134.jpg,天然スルメイカ,52,220
19\0\392.jpg,赤えび,19,165
81\0\231.jpg,まぐろ,81,110
1\0\142.jpg,びん長まぐろ,1,110
44\0\512.jpg,サーモン,44,110
44\0\513.jpg,とろサーモン,44,110
19\0\393.jpg,えび,19,110
11\0\167.jpg,真いか,11,110
26\0\141.jpg,天然かつお,26,165
55\0\168.jpg,生たこ,55,121
60\0\150.jpg,つぶ貝,60,165
78\0\158.jpg,ほたて,78,220
5\0\164.jpg,国産あじ,5,165
15\0\143.jpg,国産〆いわし,15,110
6\0\179.jpg,煮穴子,6,121
17\0\148.jpg,うなぎ,17,220
44\0\514.jpg,とろサーモン塩炙り,44,110
12\0\308.jpg,特盛いくら,12,330
68\0\158.jpg,ねぎとろ軍艦,68,110
62\0\135.jpg,とびこ軍艦,62,110
12\0\309.jpg,いくら,12,165
81\1\37.jpg,まぐろづくし,81,2178
79\0\7.jpg,ほたるいか沖漬け,79,528
20\0\23.jpg,えんがわぽん酢,20,858
68\0\159.jpg,ねぎとろつまみ,68,638
50\0\7.jpg,しらすおろし,50,418
41\1\25.jpg,鯖棒寿し,41,1382
6\1\18.jpg,穴子棒寿し,6,1382
81\1\38.jpg,旬とまぐろの寿司,81,2520
68\1\1.jpg,特選ねぎとろ重,68,1100
41\1\26.jpg,炙りさば寿司,41,1500
39\0\13.jpg,こはだ,39,277
52\0\135.jpg,天然スルメイカ,52,220
19\0\394.jpg,赤えび,19,165
81\0\232.jpg,まぐろ,81,110
1\0\143.jpg,びん長まぐろ,1,110
44\0\515.jpg,サーモン,44,110
44\0\516.jpg,とろサーモン,44,110
19\0\395.jpg,えび,19,110
11\0\168.jpg,真いか,11,110
26\0\142.jpg,天然かつお,26,165
55\0\169.jpg,生たこ,55,121
60\0\151.jpg,つぶ貝,60,165
78\0\159.jpg,ほたて,78,220
5\0\165.jpg,国産あじ,5,165
15\0\144.jpg,国産〆いわし,15,110
6\0\180.jpg,煮穴子,6,121
17\0\149.jpg,うなぎ,17,220
44\0\517.jpg,とろサーモン塩炙り,44,110
12\0\310.jpg,特盛いくら,12,330
68\0\160.jpg,ねぎとろ軍艦,68,110
62\0\136.jpg,とびこ軍艦,62,110
12\0\311.jpg,いくら,12,165
52\0\136.jpg,天然スルメイカ,52,220
19\0\396.jpg,赤えび,19,165
81\0\233.jpg,まぐろ,81,110
1\0\144.jpg,びん長まぐろ,1,110
44\0\518.jpg,サーモン,44,110
44\0\519.jpg,とろサーモン,44,110
19\0\397.jpg,えび,19,110
11\0\169.jpg,真いか,11,110
26\0\143.jpg,天然かつお,26,165
55\0\170.jpg,生たこ,55,121
60\0\152.jpg,つぶ貝,60,165
78\0\160.jpg,ほたて,78,220
5\0\166.jpg,国産あじ,5,165
15\0\145.jpg,国産〆いわし,15,110
6\0\181.jpg,煮穴子,6,121
17\0\150.jpg,うなぎ,17,220
44\0\520.jpg,とろサーモン塩炙り,44,110
12\0\312.jpg,特盛いくら,12,330
68\0\161.jpg,ねぎとろ軍艦,68,110
62\0\137.jpg,とびこ軍艦,62,110
12\0\313.jpg,いくら,12,165
52\0\137.jpg,天然スルメイカ,52,220
19\0\398.jpg,赤えび,19,165
81\0\234.jpg,まぐろ,81,110
1\0\145.jpg,びん長まぐろ,1,110
44\0\521.jpg,サーモン,44,110
44\0\522.jpg,とろサーモン,44,110
19\0\399.jpg,えび,19,110
11\0\170.jpg,真いか,11,110
26\0\144.jpg,天然かつお,26,165
55\0\171.jpg,生たこ,55,121
60\0\153.jpg,つぶ貝,60,165
78\0\161.jpg,ほたて,78,220
5\0\167.jpg,国産あじ,5,165
15\0\146.jpg,国産〆いわし,15,110
6\0\182.jpg,煮穴子,6,121
17\0\151.jpg,うなぎ,17,220
44\0\523.jpg,とろサーモン塩炙り,44,110
12\0\314.jpg,特盛いくら,12,330
68\0\162.jpg,ねぎとろ軍艦,68,110
62\0\138.jpg,とびこ軍艦,62,110
12\0\315.jpg,いくら,12,165
52\0\138.jpg,天然スルメイカ,52,220
19\0\400.jpg,赤えび,19,165
81\0\235.jpg,まぐろ,81,110
1\0\146.jpg,びん長まぐろ,1,110
44\0\524.jpg,サーモン,44,110
44\0\525.jpg,とろサーモン,44,110
19\0\401.jpg,えび,19,110
11\0\171.jpg,真いか,11,110
26\0\145.jpg,天然かつお,26,165
55\0\172.jpg,生たこ,55,121
60\0\154.jpg,つぶ貝,60,165
78\0\162.jpg,ほたて,78,220
5\0\168.jpg,国産あじ,5,165
15\0\147.jpg,国産〆いわし,15,110
6\0\183.jpg,煮穴子,6,121
17\0\152.jpg,うなぎ,17,220
44\0\526.jpg,とろサーモン塩炙り,44,110
12\0\316.jpg,特盛いくら,12,330
68\0\163.jpg,ねぎとろ軍艦,68,110
62\0\139.jpg,とびこ軍艦,62,110
12\0\317.jpg,いくら,12,165
52\0\139.jpg,天然スルメイカ,52,220
19\0\402.jpg,赤えび,19,165
81\0\236.jpg,まぐろ,81,110
1\0\147.jpg,びん長まぐろ,1,110
44\0\527.jpg,サーモン,44,110
44\0\528.jpg,とろサーモン,44,110
19\0\403.jpg,えび,19,110
11\0\172.jpg,真いか,11,110
26\0\146.jpg,天然かつお,26,165
55\0\173.jpg,生たこ,55,121
60\0\155.jpg,つぶ貝,60,165
78\0\163.jpg,ほたて,78,220
5\0\169.jpg,国産あじ,5,165
15\0\148.jpg,国産〆いわし,15,110
6\0\184.jpg,煮穴子,6,121
17\0\153.jpg,うなぎ,17,220
44\0\529.jpg,とろサーモン塩炙り,44,110
12\0\318.jpg,特盛いくら,12,330
68\0\164.jpg,ねぎとろ軍艦,68,110
62\0\140.jpg,とびこ軍艦,62,110
12\0\319.jpg,いくら,12,165
57\0\25.jpg,玉子,57,107
19\0\404.jpg,海老,19,107
11\0\173.jpg,赤イカ,11,107
81\0\237.jpg,マグロ赤身,81,107
39\0\14.jpg,こはだ,39,107
44\0\530.jpg,サーモン,44,107
60\0\156.jpg,ツブ貝,60,161
20\0\24.jpg,えんがわ,20,161
78\0\164.jpg,帆立,78,161
54\0\23.jpg,真鯛,54,161
4\0\9.jpg,赤貝,4,161
19\0\405.jpg,赤海老,19,161
30\0\9.jpg,カンパチ,30,161
5\0\170.jpg,鯵,5,161
41\0\66.jpg,金華〆鯖,41,161
12\0\320.jpg,イクラ,12,161
59\0\9.jpg,中トロ,59,161
21\0\12.jpg,大トロ,21,323
68\0\165.jpg,ねぎとろ,68,323
6\0\185.jpg,穴子にぎり,6,980
44\0\531.jpg,生サーモン,44,220
11\0\174.jpg,船上凍結イカ,11,200
55\0\174.jpg,生タコ,55,200
8\0\4.jpg,甘海老,8,220
5\0\171.jpg,マアジ,5,200
70\0\3.jpg,ハマチ,70,220
60\0\157.jpg,つぶ貝,60,220
78\0\165.jpg,ホタテ,78,220
41\0\67.jpg,〆サバ,41,200
6\0\186.jpg,穴子,6,330
57\0\26.jpg,玉子,57,200
20\0\25.jpg,エンガワ,20,250
59\0\10.jpg,炙り中トロ,59,330
44\0\532.jpg,炙り生サーモン,44,250
20\0\26.jpg,炙りエンガワ,20,270
78\0\166.jpg,炙りホタテ,78,250
41\0\68.jpg,炙り〆サバ,41,220
68\0\166.jpg,ネギトロ,68,220
12\0\321.jpg,いくら,12,330
14\0\21.jpg,おいなりさん,14,110
57\0\27.jpg,つまみ玉子,57,390
8\0\5.jpg,甘海老,8,298
21\1\0.jpg,大トロ,21,3500
81\0\238.jpg,まぐろの生ハム,81,580
60\0\158.jpg,つぶ貝わさび,60,480
81\0\239.jpg,まぐろカツ,81,580
41\0\69.jpg,鯖押し寿司,41,880
12\1\2.jpg,いくら重,12,2420
6\1\19.jpg,穴子重,6,2420
57\0\28.jpg,玉子握り,57,100
55\1\0.jpg,たこの桜煮,55,1320
27\0\15.jpg,ほぼカニ寿司,27,439
41\0\70.jpg,鯖タク,41,439
81\0\240.jpg,まぐろの生ハム,81,580
60\0\159.jpg,つぶ貝わさび,60,480
81\0\241.jpg,まぐろカツ,81,580
41\0\71.jpg,鯖押し寿司,41,880
75\1\0.jpg,ふぐ唐揚げ,75,1650
81\1\39.jpg,鮪づくし握り,81,3980
39\0\15.jpg,小鰭,39,350
21\1\1.jpg,大トロ,21,1518
19\1\27.jpg,生ぼたんえび,19,2750
19\0\406.jpg,南蛮えび,19,605
58\1\0.jpg,たらばがに,58,1210
78\0\167.jpg,ほたて貝,78,418
44\0\533.jpg,サーモン,44,418
10\0\5.jpg,あん肝ぽん酢,10,550
49\0\1.jpg,白子ぽん酢,49,605
81\0\242.jpg,まぐろブツ,81,605
19\0\407.jpg,海老天ぷら,19,605
6\0\187.jpg,穴子天ぷら,6,308
55\0\175.jpg,たこ唐揚げ,55,495
81\0\243.jpg,まぐろの生ハム,81,580
60\0\160.jpg,つぶ貝わさび,60,480
81\0\244.jpg,まぐろカツ,81,580
41\0\72.jpg,鯖押し寿司,41,880
44\0\534.jpg,サーモン握り,44,160
4\0\10.jpg,赤貝,4,480
21\0\13.jpg,大トロ,21,530
68\0\167.jpg,ネギトロ,68,253
20\0\27.jpg,えんがわ,20,275
59\0\11.jpg,中トロ,59,440
21\0\14.jpg,大トロ,21,539
6\0\188.jpg,肉穴子,6,539
81\1\40.jpg,マグロトロぶつ,81,1408
81\0\245.jpg,まぐろユッケ,81,748
81\0\246.jpg,漬けマグロ,81,858
6\0\189.jpg,つまみ穴子,6,935
57\0\29.jpg,玉子,57,88
70\0\4.jpg,はまち,70,198
19\0\408.jpg,海老,19,220
11\0\175.jpg,いか,11,220
44\0\535.jpg,サーモン,44,220
44\0\536.jpg,炙りサーモン,44,220
6\0\190.jpg,穴子,6,275
8\0\6.jpg,甘海老,8,275
15\0\149.jpg,鰯,15,275
78\0\168.jpg,帆立貝,78,275
12\0\322.jpg,いくら,12,330
68\0\168.jpg,ネギトロ,68,330
59\0\12.jpg,中トロ,59,385
18\0\19.jpg,うに,18,440
19\0\409.jpg,特大赤海老,19,440
4\0\11.jpg,赤貝,4,440
21\0\15.jpg,大トロ,21,440
21\0\16.jpg,炙り大トロ,21,440
9\0\5.jpg,あわび,9,440
45\0\25.jpg,日高産ししゃも,45,583
44\0\537.jpg,トロサーモン,44,825
6\1\20.jpg,あなごつまみ,6,1320
54\0\24.jpg,鯛,54,350
33\0\7.jpg,金目鯛,33,649
5\0\172.jpg,鯵,5,399
4\0\12.jpg,赤貝のひも,4,399
78\0\169.jpg,帆立,78,450
60\0\161.jpg,つぶ貝,60,750
4\0\13.jpg,赤貝,4,750
6\0\191.jpg,穴子,6,700
17\0\154.jpg,鰻,17,800
57\0\30.jpg,自家製玉子,57,180
44\0\538.jpg,サーモン,44,379
